image_path,label
dataset/real\lobster_roll_sandwich\849365.jpg,1
dataset/fake\deviled_eggs\660901.jpg,0
dataset/fake\scallops\74630.jpg,0
dataset/real\bruschetta\3812218.jpg,1
dataset/real\croque_madame\71170.jpg,1
dataset/real\apple_pie\3708762.jpg,1
dataset/real\tiramisu\508820.jpg,1
dataset/fake\spring_rolls\88158.jpg,0
dataset/real\huevos_rancheros\903136.jpg,1
dataset/fake\takoyaki\682236.jpg,0
dataset/fake\paella\65963.jpg,0
dataset/fake\huevos_rancheros\936755.jpg,0
dataset/real\falafel\929328.jpg,1
dataset/real\apple_pie\2536578.jpg,1
dataset/fake\mussels\76072.jpg,0
dataset/fake\crab_cakes\99114.jpg,0
dataset/fake\huevos_rancheros\893841.jpg,0
dataset/real\ceviche\1772849.jpg,1
dataset/fake\macarons\852762.jpg,0
dataset/fake\lobster_roll_sandwich\94234.jpg,0
dataset/fake\oysters\907982.jpg,0
dataset/fake\eggs_benedict\7582.jpg,0
dataset/real\cup_cakes\84496.jpg,1
dataset/fake\strawberry_shortcake\68861.jpg,0
dataset/real\beef_carpaccio\625990.jpg,1
dataset/fake\beet_salad\2925618.jpg,0
dataset/fake\beef_tartare\2077882.jpg,0
dataset/real\beef_tartare\190469.jpg,1
dataset/fake\prime_rib\99136.jpg,0
dataset/real\eggs_benedict\95702.jpg,1
dataset/fake\waffles\76239.jpg,0
dataset/fake\french_fries\852271.jpg,0
dataset/real\bibimbap\2409411.jpg,1
dataset/real\hot_dog\97149.jpg,1
dataset/real\omelette\794603.jpg,1
dataset/real\tacos\91964.jpg,1
dataset/fake\crab_cakes\921560.jpg,0
dataset/real\ramen\9029.jpg,1
dataset/fake\club_sandwich\84309.jpg,0
dataset/real\cup_cakes\86160.jpg,1
dataset/real\falafel\987526.jpg,1
dataset/real\filet_mignon\861057.jpg,1
dataset/real\french_fries\87020.jpg,1
dataset/real\spaghetti_bolognese\807657.jpg,1
dataset/fake\croque_madame\56038.jpg,0
dataset/fake\macaroni_and_cheese\93372.jpg,0
dataset/real\bruschetta\974802.jpg,1
dataset/fake\dumplings\9309.jpg,0
dataset/real\frozen_yogurt\80499.jpg,1
dataset/real\red_velvet_cake\62852.jpg,1
dataset/fake\club_sandwich\869999.jpg,0
dataset/real\grilled_salmon\937466.jpg,1
dataset/real\pizza\80750.jpg,1
dataset/fake\panna_cotta\603878.jpg,0
dataset/fake\risotto\78212.jpg,0
dataset/real\filet_mignon\89819.jpg,1
dataset/real\crab_cakes\950556.jpg,1
dataset/real\lasagna\788117.jpg,1
dataset/fake\ceviche\1205480.jpg,0
dataset/real\shrimp_and_grits\949988.jpg,1
dataset/fake\panna_cotta\93781.jpg,0
dataset/fake\escargots\80351.jpg,0
dataset/real\caprese_salad\1809604.jpg,1
dataset/real\french_toast\777939.jpg,1
dataset/fake\garlic_bread\806692.jpg,0
dataset/real\chicken_quesadilla\1967996.jpg,1
dataset/fake\shrimp_and_grits\918510.jpg,0
dataset/real\beef_carpaccio\2391246.jpg,1
dataset/real\apple_pie\2101662.jpg,1
dataset/real\fried_calamari\64144.jpg,1
dataset/fake\chocolate_cake\1637339.jpg,0
dataset/fake\fried_rice\63081.jpg,0
dataset/fake\beet_salad\3357923.jpg,0
dataset/real\tiramisu\64942.jpg,1
dataset/real\churros\924336.jpg,1
dataset/fake\cheesecake\3614194.jpg,0
dataset/fake\panna_cotta\7023.jpg,0
dataset/real\frozen_yogurt\77979.jpg,1
dataset/fake\tacos\875734.jpg,0
dataset/real\caesar_salad\3256715.jpg,1
dataset/fake\carrot_cake\395210.jpg,0
dataset/fake\crab_cakes\908592.jpg,0
dataset/real\garlic_bread\832999.jpg,1
dataset/fake\huevos_rancheros\923385.jpg,0
dataset/real\fried_rice\67830.jpg,1
dataset/fake\churros\904526.jpg,0
dataset/real\falafel\930442.jpg,1
dataset/fake\scallops\66443.jpg,0
dataset/fake\paella\585965.jpg,0
dataset/real\prime_rib\99934.jpg,1
dataset/real\gnocchi\89250.jpg,1
dataset/real\beet_salad\1288727.jpg,1
dataset/fake\fried_rice\92791.jpg,0
dataset/fake\guacamole\862492.jpg,0
dataset/fake\tacos\846311.jpg,0
dataset/fake\pancakes\69250.jpg,0
dataset/real\baby_back_ribs\3705644.jpg,1
dataset/real\bibimbap\3438792.jpg,1
dataset/real\huevos_rancheros\920489.jpg,1
dataset/real\tuna_tartare\90780.jpg,1
dataset/fake\chicken_curry\921382.jpg,0
dataset/fake\french_toast\77447.jpg,0
dataset/fake\frozen_yogurt\64228.jpg,0
dataset/fake\chocolate_cake\1881608.jpg,0
dataset/real\gnocchi\89170.jpg,1
dataset/real\macarons\875016.jpg,1
dataset/fake\pizza\998005.jpg,0
dataset/fake\grilled_cheese_sandwich\91131.jpg,0
dataset/real\tacos\835998.jpg,1
dataset/real\caesar_salad\832298.jpg,1
dataset/real\pho\7588.jpg,1
dataset/real\bruschetta\3056362.jpg,1
dataset/real\hamburger\82314.jpg,1
dataset/fake\cheese_plate\148467.jpg,0
dataset/real\bread_pudding\2650951.jpg,1
dataset/real\crab_cakes\908592.jpg,1
dataset/fake\baby_back_ribs\605068.jpg,0
dataset/fake\grilled_cheese_sandwich\770489.jpg,0
dataset/fake\cup_cakes\89713.jpg,0
dataset/real\seaweed_salad\80533.jpg,1
dataset/fake\chocolate_mousse\874806.jpg,0
dataset/fake\pancakes\90596.jpg,0
dataset/fake\peking_duck\563464.jpg,0
dataset/fake\chocolate_mousse\869174.jpg,0
dataset/fake\chocolate_mousse\850946.jpg,0
dataset/fake\baby_back_ribs\1959961.jpg,0
dataset/fake\poutine\853999.jpg,0
dataset/real\beef_tartare\3072015.jpg,1
dataset/fake\pho\996595.jpg,0
dataset/real\strawberry_shortcake\977955.jpg,1
dataset/fake\french_toast\81839.jpg,0
dataset/fake\garlic_bread\822147.jpg,0
dataset/fake\prime_rib\821163.jpg,0
dataset/fake\lobster_bisque\832653.jpg,0
dataset/real\spring_rolls\691378.jpg,1
dataset/fake\pancakes\85516.jpg,0
dataset/fake\ceviche\2659277.jpg,0
dataset/fake\baby_back_ribs\2601406.jpg,0
dataset/real\churros\937430.jpg,1
dataset/fake\chicken_curry\627128.jpg,0
dataset/real\waffles\87930.jpg,1
dataset/fake\lobster_roll_sandwich\99754.jpg,0
dataset/real\pulled_pork_sandwich\966993.jpg,1
dataset/real\waffles\97524.jpg,1
dataset/real\clam_chowder\906645.jpg,1
dataset/real\chicken_quesadilla\3472931.jpg,1
dataset/fake\hummus\874615.jpg,0
dataset/fake\foie_gras\9160.jpg,0
dataset/fake\lobster_roll_sandwich\849365.jpg,0
dataset/fake\churros\875514.jpg,0
dataset/real\caesar_salad\2050496.jpg,1
dataset/fake\garlic_bread\800393.jpg,0
dataset/real\fried_rice\518453.jpg,1
dataset/fake\beet_salad\3132380.jpg,0
dataset/fake\sushi\905387.jpg,0
dataset/fake\ceviche\3316955.jpg,0
dataset/real\clam_chowder\9768.jpg,1
dataset/real\ice_cream\893681.jpg,1
dataset/fake\caprese_salad\1379176.jpg,0
dataset/fake\pad_thai\777737.jpg,0
dataset/fake\waffles\761505.jpg,0
dataset/real\crab_cakes\947777.jpg,1
dataset/fake\fried_rice\68708.jpg,0
dataset/fake\ravioli\784006.jpg,0
dataset/fake\chocolate_cake\1240545.jpg,0
dataset/fake\tuna_tartare\839992.jpg,0
dataset/real\filet_mignon\867003.jpg,1
dataset/real\ice_cream\876967.jpg,1
dataset/real\cheese_plate\1043942.jpg,1
dataset/fake\crab_cakes\938063.jpg,0
dataset/fake\grilled_salmon\935302.jpg,0
dataset/fake\french_onion_soup\737247.jpg,0
dataset/real\carrot_cake\722121.jpg,1
dataset/real\baklava\671462.jpg,1
dataset/real\club_sandwich\859861.jpg,1
dataset/real\greek_salad\971218.jpg,1
dataset/fake\cannoli\1237436.jpg,0
dataset/fake\french_fries\847042.jpg,0
dataset/real\pancakes\692436.jpg,1
dataset/fake\peking_duck\568031.jpg,0
dataset/real\creme_brulee\896028.jpg,1
dataset/fake\caprese_salad\2150395.jpg,0
dataset/fake\carrot_cake\694824.jpg,0
dataset/fake\tiramisu\450920.jpg,0
dataset/fake\hot_and_sour_soup\636307.jpg,0
dataset/real\club_sandwich\95569.jpg,1
dataset/fake\cup_cakes\70625.jpg,0
dataset/fake\lasagna\788117.jpg,0
dataset/fake\hot_dog\92535.jpg,0
dataset/fake\cheese_plate\504113.jpg,0
dataset/fake\seaweed_salad\75519.jpg,0
dataset/real\scallops\655627.jpg,1
dataset/real\spaghetti_carbonara\685720.jpg,1
dataset/real\samosa\81021.jpg,1
dataset/real\miso_soup\854424.jpg,1
dataset/real\paella\96951.jpg,1
dataset/real\chicken_wings\391858.jpg,1
dataset/real\beet_salad\3357923.jpg,1
dataset/fake\huevos_rancheros\901116.jpg,0
dataset/real\steak\9555.jpg,1
dataset/real\chicken_curry\1513968.jpg,1
dataset/real\omelette\79767.jpg,1
dataset/fake\paella\595930.jpg,0
dataset/fake\onion_rings\95986.jpg,0
dataset/fake\garlic_bread\777202.jpg,0
dataset/fake\cheese_plate\3797343.jpg,0
dataset/fake\sushi\914741.jpg,0
dataset/real\pad_thai\766885.jpg,1
dataset/real\spring_rolls\688513.jpg,1
dataset/real\miso_soup\888066.jpg,1
dataset/fake\bibimbap\930571.jpg,0
dataset/real\strawberry_shortcake\97738.jpg,1
dataset/fake\chicken_wings\3028718.jpg,0
dataset/fake\hummus\85281.jpg,0
dataset/real\lobster_roll_sandwich\92733.jpg,1
dataset/real\pork_chop\644805.jpg,1
dataset/fake\beet_salad\1855829.jpg,0
dataset/real\huevos_rancheros\939545.jpg,1
dataset/real\foie_gras\69819.jpg,1
dataset/real\steak\644777.jpg,1
dataset/fake\poutine\875226.jpg,0
dataset/real\edamame\95354.jpg,1
dataset/real\pork_chop\71669.jpg,1
dataset/real\caesar_salad\2318780.jpg,1
dataset/real\donuts\87216.jpg,1
dataset/fake\edamame\771281.jpg,0
dataset/real\club_sandwich\93570.jpg,1
dataset/real\ravioli\774779.jpg,1
dataset/fake\sashimi\761080.jpg,0
dataset/fake\creme_brulee\917004.jpg,0
dataset/fake\french_onion_soup\774980.jpg,0
dataset/fake\risotto\93698.jpg,0
dataset/fake\clam_chowder\897152.jpg,0
dataset/real\caprese_salad\2884291.jpg,1
dataset/fake\paella\597551.jpg,0
dataset/real\gyoza\78536.jpg,1
dataset/fake\baklava\2321560.jpg,0
dataset/fake\gyoza\694561.jpg,0
dataset/fake\macarons\834982.jpg,0
dataset/fake\cheese_plate\1703787.jpg,0
dataset/fake\ceviche\2279938.jpg,0
dataset/real\ice_cream\900935.jpg,1
dataset/real\chicken_quesadilla\905097.jpg,1
dataset/fake\baklava\1432026.jpg,0
dataset/fake\fried_rice\72138.jpg,0
dataset/real\tuna_tartare\839992.jpg,1
dataset/fake\caesar_salad\3824310.jpg,0
dataset/real\hot_dog\96740.jpg,1
dataset/real\gyoza\705301.jpg,1
dataset/real\baby_back_ribs\1615155.jpg,1
dataset/fake\red_velvet_cake\641900.jpg,0
dataset/fake\omelette\84313.jpg,0
dataset/real\oysters\931386.jpg,1
dataset/fake\scallops\677469.jpg,0
dataset/fake\hummus\868622.jpg,0
dataset/fake\spaghetti_carbonara\721661.jpg,0
dataset/fake\red_velvet_cake\59791.jpg,0
dataset/fake\frozen_yogurt\66799.jpg,0
dataset/fake\shrimp_and_grits\912335.jpg,0
dataset/fake\creme_brulee\99276.jpg,0
dataset/real\bread_pudding\2603470.jpg,1
dataset/fake\pad_thai\743051.jpg,0
dataset/real\bibimbap\1723612.jpg,1
dataset/real\takoyaki\702511.jpg,1
dataset/fake\ramen\77655.jpg,0
dataset/fake\chocolate_mousse\882665.jpg,0
dataset/real\beet_salad\1103191.jpg,1
dataset/fake\cheesecake\2011657.jpg,0
dataset/fake\gnocchi\91814.jpg,0
dataset/real\cup_cakes\90772.jpg,1
dataset/real\french_fries\80887.jpg,1
dataset/fake\macaroni_and_cheese\671654.jpg,0
dataset/real\creme_brulee\929976.jpg,1
dataset/fake\paella\562232.jpg,0
dataset/real\fried_calamari\64100.jpg,1
dataset/real\cup_cakes\91387.jpg,1
dataset/real\crab_cakes\952010.jpg,1
dataset/real\apple_pie\739615.jpg,1
dataset/real\sashimi\98340.jpg,1
dataset/fake\foie_gras\98353.jpg,0
dataset/real\hamburger\75550.jpg,1
dataset/fake\pancakes\92441.jpg,0
dataset/fake\macarons\82185.jpg,0
dataset/fake\sashimi\739133.jpg,0
dataset/real\cheese_plate\2922026.jpg,1
dataset/real\miso_soup\878953.jpg,1
dataset/fake\sushi\898089.jpg,0
dataset/fake\chocolate_cake\3155200.jpg,0
dataset/real\pulled_pork_sandwich\943104.jpg,1
dataset/fake\ramen\99899.jpg,0
dataset/real\falafel\950261.jpg,1
dataset/fake\samosa\800516.jpg,0
dataset/fake\crab_cakes\914427.jpg,0
dataset/fake\poutine\945614.jpg,0
dataset/real\eggs_benedict\51429.jpg,1
dataset/fake\chicken_wings\2779577.jpg,0
dataset/real\mussels\67478.jpg,1
dataset/fake\gyoza\73070.jpg,0
dataset/fake\creme_brulee\9557.jpg,0
dataset/real\lobster_roll_sandwich\85224.jpg,1
dataset/real\fish_and_chips\925849.jpg,1
dataset/fake\pork_chop\92293.jpg,0
dataset/fake\lasagna\88459.jpg,0
dataset/fake\chicken_wings\1184967.jpg,0
dataset/real\caesar_salad\313053.jpg,1
dataset/real\clam_chowder\933386.jpg,1
dataset/real\french_fries\819521.jpg,1
dataset/fake\dumplings\9847.jpg,0
dataset/fake\caesar_salad\789194.jpg,0
dataset/fake\clam_chowder\894202.jpg,0
dataset/fake\sashimi\87381.jpg,0
dataset/fake\cheese_plate\535988.jpg,0
dataset/fake\omelette\94651.jpg,0
dataset/fake\falafel\987526.jpg,0
dataset/real\pho\998863.jpg,1
dataset/fake\pancakes\79573.jpg,0
dataset/fake\beignets\3019700.jpg,0
dataset/fake\sushi\96293.jpg,0
dataset/fake\shrimp_and_grits\918384.jpg,0
dataset/real\falafel\983810.jpg,1
dataset/real\filet_mignon\870415.jpg,1
dataset/real\hot_dog\91220.jpg,1
dataset/real\beef_carpaccio\2224490.jpg,1
dataset/real\baby_back_ribs\945139.jpg,1
dataset/fake\caprese_salad\779396.jpg,0
dataset/fake\baby_back_ribs\707137.jpg,0
dataset/fake\tuna_tartare\92453.jpg,0
dataset/real\chicken_curry\3039770.jpg,1
dataset/real\pork_chop\92293.jpg,1
dataset/real\fried_calamari\98974.jpg,1
dataset/fake\hamburger\91602.jpg,0
dataset/real\waffles\96181.jpg,1
dataset/real\deviled_eggs\615433.jpg,1
dataset/real\churros\890058.jpg,1
dataset/real\chicken_wings\2264351.jpg,1
dataset/fake\edamame\91319.jpg,0
dataset/real\fried_rice\64014.jpg,1
dataset/real\omelette\826870.jpg,1
dataset/fake\spaghetti_carbonara\700307.jpg,0
dataset/fake\eggs_benedict\98373.jpg,0
dataset/fake\steak\87246.jpg,0
dataset/real\spaghetti_carbonara\675724.jpg,1
dataset/fake\strawberry_shortcake\79565.jpg,0
dataset/real\paella\76566.jpg,1
dataset/fake\sushi\881859.jpg,0
dataset/real\frozen_yogurt\615371.jpg,1
dataset/fake\donuts\99223.jpg,0
dataset/real\chicken_curry\494229.jpg,1
dataset/fake\pizza\80750.jpg,0
dataset/real\nachos\68433.jpg,1
dataset/fake\caprese_salad\3205165.jpg,0
dataset/real\hamburger\734458.jpg,1
dataset/fake\croque_madame\994827.jpg,0
dataset/real\oysters\926262.jpg,1
dataset/fake\frozen_yogurt\615371.jpg,0
dataset/fake\baklava\3078639.jpg,0
dataset/real\fish_and_chips\2508219.jpg,1
dataset/fake\beet_salad\824932.jpg,0
dataset/real\tuna_tartare\867394.jpg,1
dataset/real\miso_soup\890555.jpg,1
dataset/fake\carrot_cake\2974893.jpg,0
dataset/real\chocolate_mousse\882665.jpg,1
dataset/fake\lobster_bisque\777352.jpg,0
dataset/real\cheese_plate\250945.jpg,1
dataset/real\deviled_eggs\9836.jpg,1
dataset/real\nachos\552246.jpg,1
dataset/fake\beef_tartare\1472818.jpg,0
dataset/real\chocolate_cake\1881608.jpg,1
dataset/real\greek_salad\68852.jpg,1
dataset/real\hot_dog\910098.jpg,1
dataset/real\chicken_wings\2349384.jpg,1
dataset/fake\cup_cakes\91203.jpg,0
dataset/real\prime_rib\9657.jpg,1
dataset/real\chicken_quesadilla\2604782.jpg,1
dataset/fake\guacamole\907725.jpg,0
dataset/real\tiramisu\443212.jpg,1
dataset/real\onion_rings\738107.jpg,1
dataset/real\beignets\1699850.jpg,1
dataset/real\caesar_salad\2911058.jpg,1
dataset/real\donuts\9843.jpg,1
dataset/real\french_fries\854381.jpg,1
dataset/real\lobster_bisque\846125.jpg,1
dataset/fake\waffles\764801.jpg,0
dataset/fake\ceviche\768773.jpg,0
dataset/fake\foie_gras\65222.jpg,0
dataset/fake\french_toast\94737.jpg,0
dataset/real\baby_back_ribs\2785758.jpg,1
dataset/real\ravioli\8103.jpg,1
dataset/real\macaroni_and_cheese\652835.jpg,1
dataset/real\bibimbap\3851349.jpg,1
dataset/real\garlic_bread\833071.jpg,1
dataset/real\cup_cakes\70180.jpg,1
dataset/fake\pork_chop\633194.jpg,0
dataset/real\french_toast\831641.jpg,1
dataset/fake\beef_carpaccio\1371174.jpg,0
dataset/fake\ceviche\3396168.jpg,0
dataset/real\pork_chop\90125.jpg,1
dataset/real\scallops\677469.jpg,1
dataset/fake\fried_rice\515907.jpg,0
dataset/real\chicken_wings\1503564.jpg,1
dataset/fake\mussels\67478.jpg,0
dataset/fake\clam_chowder\906280.jpg,0
dataset/real\bibimbap\725805.jpg,1
dataset/fake\bread_pudding\3454020.jpg,0
dataset/real\guacamole\851605.jpg,1
dataset/real\miso_soup\844314.jpg,1
dataset/fake\beef_carpaccio\1956862.jpg,0
dataset/fake\spring_rolls\90116.jpg,0
dataset/fake\huevos_rancheros\94833.jpg,0
dataset/real\clam_chowder\891257.jpg,1
dataset/real\scallops\79150.jpg,1
dataset/fake\chocolate_mousse\871487.jpg,0
dataset/fake\tacos\863882.jpg,0
dataset/fake\hot_and_sour_soup\615327.jpg,0
dataset/fake\lobster_bisque\820485.jpg,0
dataset/real\cup_cakes\8898.jpg,1
dataset/fake\bibimbap\3655671.jpg,0
dataset/real\escargots\996455.jpg,1
dataset/fake\chocolate_mousse\87225.jpg,0
dataset/real\baklava\441109.jpg,1
dataset/fake\sashimi\749651.jpg,0
dataset/fake\nachos\545659.jpg,0
dataset/real\falafel\94008.jpg,1
dataset/real\pho\988049.jpg,1
dataset/fake\gyoza\74395.jpg,0
dataset/real\macaroni_and_cheese\99170.jpg,1
dataset/real\caesar_salad\2568397.jpg,1
dataset/fake\gyoza\77377.jpg,0
dataset/fake\spaghetti_bolognese\832660.jpg,0
dataset/real\steak\644867.jpg,1
dataset/real\breakfast_burrito\314122.jpg,1
dataset/real\hummus\85617.jpg,1
dataset/real\ceviche\1205480.jpg,1
dataset/real\eggs_benedict\7582.jpg,1
dataset/real\scallops\661684.jpg,1
dataset/real\cheesecake\929004.jpg,1
dataset/real\apple_pie\1214326.jpg,1
dataset/fake\garlic_bread\793782.jpg,0
dataset/real\cup_cakes\96964.jpg,1
dataset/fake\greek_salad\89149.jpg,0
dataset/fake\spring_rolls\78171.jpg,0
dataset/fake\escargots\525348.jpg,0
dataset/fake\caesar_salad\2354912.jpg,0
dataset/real\steak\6926.jpg,1
dataset/fake\foie_gras\59910.jpg,0
dataset/fake\mussels\60812.jpg,0
dataset/real\takoyaki\660600.jpg,1
dataset/fake\huevos_rancheros\933347.jpg,0
dataset/real\baby_back_ribs\2687000.jpg,1
dataset/fake\frozen_yogurt\99252.jpg,0
dataset/fake\panna_cotta\97774.jpg,0
dataset/real\cheese_plate\1976426.jpg,1
dataset/real\croque_madame\78825.jpg,1
dataset/fake\tuna_tartare\92149.jpg,0
dataset/fake\cannoli\1506538.jpg,0
dataset/fake\carrot_cake\3484336.jpg,0
dataset/real\fried_calamari\633370.jpg,1
dataset/fake\macaroni_and_cheese\652835.jpg,0
dataset/real\escargots\87500.jpg,1
dataset/fake\deviled_eggs\639067.jpg,0
dataset/fake\chocolate_cake\2398993.jpg,0
dataset/fake\nachos\79004.jpg,0
dataset/real\red_velvet_cake\61276.jpg,1
dataset/real\paella\65963.jpg,1
dataset/real\strawberry_shortcake\998982.jpg,1
dataset/real\deviled_eggs\618957.jpg,1
dataset/real\cheese_plate\3730111.jpg,1
dataset/real\huevos_rancheros\92013.jpg,1
dataset/fake\foie_gras\567476.jpg,0
dataset/fake\greek_salad\94603.jpg,0
dataset/fake\baby_back_ribs\2456889.jpg,0
dataset/real\pho\59788.jpg,1
dataset/real\hummus\847612.jpg,1
dataset/real\beef_carpaccio\2885421.jpg,1
dataset/fake\ice_cream\904496.jpg,0
dataset/fake\nachos\92485.jpg,0
dataset/fake\donuts\750287.jpg,0
dataset/real\pizza\998005.jpg,1
dataset/fake\spring_rolls\90481.jpg,0
dataset/real\panna_cotta\639078.jpg,1
dataset/fake\pad_thai\753725.jpg,0
dataset/fake\escargots\70413.jpg,0
dataset/fake\hamburger\740621.jpg,0
dataset/fake\poutine\848180.jpg,0
dataset/real\chocolate_cake\1637339.jpg,1
dataset/fake\tiramisu\521453.jpg,0
dataset/real\caesar_salad\789194.jpg,1
dataset/fake\peking_duck\87927.jpg,0
dataset/fake\crab_cakes\957543.jpg,0
dataset/fake\bruschetta\2218786.jpg,0
dataset/fake\creme_brulee\922930.jpg,0
dataset/fake\cannoli\2869264.jpg,0
dataset/fake\guacamole\99010.jpg,0
dataset/fake\ice_cream\90167.jpg,0
dataset/fake\tacos\837058.jpg,0
dataset/real\onion_rings\95986.jpg,1
dataset/real\ramen\711834.jpg,1
dataset/real\edamame\76447.jpg,1
dataset/fake\miso_soup\874075.jpg,0
dataset/fake\tiramisu\524973.jpg,0
dataset/fake\croque_madame\71170.jpg,0
dataset/real\grilled_cheese_sandwich\783187.jpg,1
dataset/fake\spring_rolls\92235.jpg,0
dataset/real\edamame\97859.jpg,1
dataset/fake\donuts\98562.jpg,0
dataset/real\hamburger\91566.jpg,1
dataset/fake\frozen_yogurt\83910.jpg,0
dataset/real\waffles\97015.jpg,1
dataset/real\chicken_quesadilla\3831010.jpg,1
dataset/fake\ceviche\1919573.jpg,0
dataset/real\greek_salad\961722.jpg,1
dataset/fake\donuts\878.jpg,0
dataset/real\eggs_benedict\962834.jpg,1
dataset/real\tacos\83935.jpg,1
dataset/real\samosa\822028.jpg,1
dataset/fake\bread_pudding\41004.jpg,0
dataset/real\beef_tartare\1472818.jpg,1
dataset/real\carrot_cake\3484336.jpg,1
dataset/fake\poutine\935619.jpg,0
dataset/fake\tiramisu\445981.jpg,0
dataset/fake\crab_cakes\919643.jpg,0
dataset/real\croque_madame\465905.jpg,1
dataset/fake\samosa\798802.jpg,0
dataset/real\oysters\907314.jpg,1
dataset/real\edamame\784656.jpg,1
dataset/real\club_sandwich\863416.jpg,1
dataset/real\paella\61029.jpg,1
dataset/real\apple_pie\2445712.jpg,1
dataset/real\pizza\99604.jpg,1
dataset/fake\edamame\76528.jpg,0
dataset/fake\club_sandwich\864981.jpg,0
dataset/real\guacamole\99890.jpg,1
dataset/fake\macarons\828950.jpg,0
dataset/real\baklava\295863.jpg,1
dataset/real\oysters\929887.jpg,1
dataset/real\scallops\682242.jpg,1
dataset/fake\omelette\809248.jpg,0
dataset/real\greek_salad\72487.jpg,1
dataset/fake\beet_salad\1288727.jpg,0
dataset/real\grilled_salmon\952864.jpg,1
dataset/fake\frozen_yogurt\76788.jpg,0
dataset/real\macarons\852762.jpg,1
dataset/real\gnocchi\784964.jpg,1
dataset/real\risotto\93698.jpg,1
dataset/fake\clam_chowder\924933.jpg,0
dataset/real\bibimbap\2994086.jpg,1
dataset/fake\beignets\2017066.jpg,0
dataset/fake\escargots\88877.jpg,0
dataset/fake\hot_dog\92613.jpg,0
dataset/real\gyoza\714492.jpg,1
dataset/real\crab_cakes\964108.jpg,1
dataset/fake\french_onion_soup\7746.jpg,0
dataset/real\bruschetta\3698659.jpg,1
dataset/fake\beignets\1699850.jpg,0
dataset/real\tiramisu\488636.jpg,1
dataset/real\oysters\899305.jpg,1
dataset/real\sashimi\790172.jpg,1
dataset/real\lobster_bisque\874734.jpg,1
dataset/fake\clam_chowder\915036.jpg,0
dataset/real\grilled_cheese_sandwich\779143.jpg,1
dataset/fake\seaweed_salad\71934.jpg,0
dataset/fake\eggs_benedict\962834.jpg,0
dataset/real\beef_carpaccio\2072790.jpg,1
dataset/fake\beignets\1883893.jpg,0
dataset/real\beet_salad\3568296.jpg,1
dataset/fake\cheesecake\3296063.jpg,0
dataset/real\tacos\853830.jpg,1
dataset/real\waffles\74327.jpg,1
